geneids	refseqids
TcCLB.503575.54	XP_808407
TcCLB.503575.60	XP_808406
TcCLB.503577.20	XP_802775
TcCLB.503579.10	XP_812407
TcCLB.503579.100	XP_812416
TcCLB.503579.110	XP_812417
TcCLB.503579.119	XP_812421
TcCLB.503579.130	XP_812418
TcCLB.503579.140	XP_812419
TcCLB.503579.150	XP_812420
TcCLB.503579.20	XP_812408
TcCLB.503579.30	XP_812409
TcCLB.503579.40	XP_812410
TcCLB.503579.50	XP_812411
TcCLB.503579.60	XP_812412
TcCLB.503579.70	XP_812413
TcCLB.503579.80	XP_812414
TcCLB.503579.90	XP_812415
TcCLB.503581.10	XP_805659
TcCLB.503581.20	XP_805660
TcCLB.503581.30	XP_805661
TcCLB.503581.39	XP_805662
TcCLB.503583.10	XP_809888
TcCLB.503583.100	XP_809897
TcCLB.503583.20	XP_809889
TcCLB.503583.24	XP_809898
TcCLB.503583.30	XP_809890
TcCLB.503583.40	XP_809891
TcCLB.503583.50	XP_809892
TcCLB.503583.60	XP_809893
TcCLB.503583.70	XP_809894
TcCLB.503583.80	XP_809895
TcCLB.503583.90	XP_809896
TcCLB.503585.10	XP_809903
TcCLB.503585.115	XP_809905
TcCLB.503585.70	XP_809904
TcCLB.503587.10	XP_811933
TcCLB.503587.30	XP_811934
TcCLB.503587.47	XP_811935
TcCLB.503587.6	XP_811936
TcCLB.503589.10	XP_802951
TcCLB.503589.19	XP_802952
TcCLB.503593.10	XP_809458
TcCLB.503593.20	XP_809459
TcCLB.503593.30	XP_809460
TcCLB.503593.40	XP_809461
TcCLB.503593.50	XP_809462
TcCLB.503593.60	XP_809463
TcCLB.503593.70	XP_809464
TcCLB.503595.10	XP_803933
TcCLB.503595.19	XP_803934
TcCLB.503597.10	XP_802890
TcCLB.503597.5	XP_802891
TcCLB.503599.10	XP_808690
TcCLB.503599.20	XP_808691
TcCLB.503599.30	XP_808692
TcCLB.503599.40	XP_808693
TcCLB.503599.50	XP_808694
TcCLB.503599.60	XP_808695
TcCLB.503599.70	XP_808696
TcCLB.503601.10	XP_805179
TcCLB.503601.20	XP_805180
TcCLB.503603.10	XP_803238
TcCLB.503603.20	XP_803239
TcCLB.503605.20	XP_804533
TcCLB.503607.10	XP_805372
TcCLB.503607.4	XP_805373
TcCLB.503609.100	XP_810498
TcCLB.503609.40	XP_810495
TcCLB.503609.50	XP_810496
TcCLB.503609.60	XP_810497
TcCLB.503611.10	XP_804712
TcCLB.503611.20	XP_804713
TcCLB.503611.30	XP_804714
TcCLB.503611.40	XP_804715
TcCLB.503611.50	XP_804716
TcCLB.503613.10	XP_807202
TcCLB.503613.20	XP_807203
TcCLB.503613.30	XP_807204
TcCLB.503613.40	XP_807205
TcCLB.503613.50	XP_807206
TcCLB.503613.60	XP_807207
TcCLB.503613.70	XP_807208
TcCLB.503613.79	XP_807209
TcCLB.503615.10	XP_803176
TcCLB.503617.10	XP_806767
TcCLB.503617.15	XP_806770
TcCLB.503617.20	XP_806768
TcCLB.503617.31	XP_806771
TcCLB.503617.40	XP_806769
TcCLB.503619.10	XP_804374
TcCLB.503619.20	XP_804375
TcCLB.503619.25	XP_804378
TcCLB.503619.29	XP_804376
TcCLB.503619.39	XP_804377
TcCLB.503623.10	XP_803178
TcCLB.503625.10	XP_804776
TcCLB.503625.20	XP_804777
TcCLB.503627.20	XP_804957
TcCLB.503627.9	XP_804958
TcCLB.503629.10	XP_803147
TcCLB.503631.9	XP_802820
TcCLB.503633.11	XP_808790
TcCLB.503633.30	XP_808789
TcCLB.503635.10	XP_808670
TcCLB.503635.20	XP_808671
TcCLB.503635.40	XP_808672
TcCLB.503635.50	XP_808673
TcCLB.503635.59	XP_808675
TcCLB.503635.68	XP_808676
TcCLB.503635.80	XP_808674
TcCLB.503635.89	XP_808677
TcCLB.503637.10	XP_806386
TcCLB.503637.20	XP_806387
TcCLB.503637.30	XP_806388
TcCLB.503639.10	XP_805448
TcCLB.503639.20	XP_805449
TcCLB.503639.30	XP_805450
TcCLB.503641.10	XP_804841
TcCLB.503641.19	XP_804842
TcCLB.503643.10	XP_807005
TcCLB.503643.20	XP_807006
TcCLB.503643.3	XP_807010
TcCLB.503643.30	XP_807007
TcCLB.503643.39	XP_807008
TcCLB.503643.6	XP_807009
TcCLB.503645.10	XP_804904
TcCLB.503645.40	XP_804905
TcCLB.503645.55	XP_804906
TcCLB.503647.20	XP_804301
TcCLB.503647.40	XP_804302
TcCLB.503647.9	XP_804303
TcCLB.503649.20	XP_802707
TcCLB.503651.10	XP_805404
TcCLB.503651.20	XP_805405
TcCLB.503651.30	XP_805406
TcCLB.503651.4	XP_805408
TcCLB.503651.40	XP_805407
TcCLB.503653.104	XP_807411
TcCLB.503653.20	XP_807404
TcCLB.503653.30	XP_807405
TcCLB.503653.50	XP_807406
TcCLB.503653.60	XP_807407
TcCLB.503653.70	XP_807408
TcCLB.503653.9	XP_807410
TcCLB.503653.90	XP_807409
TcCLB.503655.20	XP_810836
TcCLB.503655.30	XP_810837
TcCLB.503657.20	XP_807248
TcCLB.503657.50	XP_807249
TcCLB.503657.70	XP_807250
TcCLB.503657.9	XP_807251
TcCLB.503659.10	XP_803048
TcCLB.503659.30	XP_803047
TcCLB.503661.11	XP_803347
TcCLB.503661.20	XP_803346
TcCLB.503663.10	XP_804379
TcCLB.503663.20	XP_804380
TcCLB.503663.4	XP_804381
TcCLB.503665.30	XP_805627
TcCLB.503667.10	XP_806340
TcCLB.503667.20	XP_806341
TcCLB.503667.39	XP_806342
TcCLB.503669.10	XP_803957
TcCLB.503669.20	XP_803958
TcCLB.503669.30	XP_803959
TcCLB.503669.39	XP_803960
TcCLB.503671.10	XP_804163
TcCLB.503671.20	XP_804164
TcCLB.503671.30	XP_804165
TcCLB.503671.39	XP_804166
TcCLB.503673.18	XP_803965
TcCLB.503673.9	XP_803966
TcCLB.503675.10	XP_804423
TcCLB.503675.20	XP_804424
TcCLB.503675.40	XP_804425
TcCLB.503677.10	XP_805011
TcCLB.503677.20	XP_805012
TcCLB.503677.29	XP_805014
TcCLB.503677.4	XP_805013
TcCLB.503679.10	XP_804756
TcCLB.503679.20	XP_804757
TcCLB.503679.30	XP_804758
TcCLB.503679.40	XP_804759
TcCLB.503681.20	XP_804645
TcCLB.503681.29	XP_804647
TcCLB.503681.9	XP_804646
TcCLB.503683.11	XP_805303
TcCLB.503683.20	XP_805301
TcCLB.503683.30	XP_805302
TcCLB.503685.10	XP_804538
TcCLB.503685.20	XP_804539
TcCLB.503685.30	XP_804540
TcCLB.503685.5	XP_804541
TcCLB.503687.10	XP_806066
TcCLB.503687.20	XP_806067
TcCLB.503687.30	XP_806068
TcCLB.503687.40	XP_806069
TcCLB.503687.49	XP_806070
TcCLB.503687.58	XP_806071
TcCLB.503689.10	XP_805986
TcCLB.503689.20	XP_805987
TcCLB.503689.30	XP_805988
TcCLB.503689.34	XP_805991
TcCLB.503689.4	XP_805990
TcCLB.503689.40	XP_805989
TcCLB.503691.9	XP_803045
TcCLB.503693.11	XP_804490
TcCLB.503693.20	XP_804488
TcCLB.503693.29	XP_804489
TcCLB.503697.100	XP_814862
TcCLB.503697.110	XP_814863
TcCLB.503697.120	XP_814864
TcCLB.503697.130	XP_814865
TcCLB.503697.140	XP_814866
TcCLB.503697.20	XP_814855
TcCLB.503697.30	XP_814856
TcCLB.503697.40	XP_814857
TcCLB.503697.50	XP_814858
TcCLB.503697.60	XP_814859
TcCLB.503697.70	XP_814860
TcCLB.503697.9	XP_814867
TcCLB.503697.90	XP_814861
TcCLB.503699.19	XP_806294
TcCLB.503703.10	XP_810564
TcCLB.503703.100	XP_810573
TcCLB.503703.20	XP_810565
TcCLB.503703.30	XP_810566
TcCLB.503703.40	XP_810567
TcCLB.503703.50	XP_810568
TcCLB.503703.60	XP_810569
TcCLB.503703.70	XP_810570
TcCLB.503703.80	XP_810571
TcCLB.503703.90	XP_810572
TcCLB.503705.19	XP_804894
TcCLB.503709.10	XP_804041
TcCLB.503709.20	XP_804042
TcCLB.503713.10	XP_804472
TcCLB.503713.20	XP_804473
TcCLB.503713.30	XP_804474
TcCLB.503713.40	XP_804475
TcCLB.503713.50	XP_804476
TcCLB.503715.10	XP_807612
TcCLB.503715.20	XP_807613
TcCLB.503715.30	XP_807614
TcCLB.503715.40	XP_807615
TcCLB.503717.10	XP_812697
TcCLB.503717.120	XP_812701
TcCLB.503717.15	XP_812703
TcCLB.503717.20	XP_812698
TcCLB.503717.31	XP_812702
TcCLB.503717.60	XP_812699
TcCLB.503717.90	XP_812700
TcCLB.503719.10	XP_804491
TcCLB.503719.20	XP_804492
TcCLB.503719.30	XP_804493
TcCLB.503719.39	XP_804494
TcCLB.503721.10	XP_806457
TcCLB.503721.20	XP_806458
TcCLB.503721.30	XP_806459
TcCLB.503721.39	XP_806460
TcCLB.503723.10	XP_811078
TcCLB.503723.20	XP_811079
TcCLB.503723.40	XP_811080
TcCLB.503723.50	XP_811081
TcCLB.503723.60	XP_811082
TcCLB.503723.70	XP_811083
TcCLB.503723.80	XP_811084
TcCLB.503723.90	XP_811085
TcCLB.503727.10	XP_805423
TcCLB.503727.20	XP_805424
TcCLB.503727.29	XP_805425
TcCLB.503729.10	XP_804130
TcCLB.503729.19	XP_804131
TcCLB.503731.9	XP_802935
TcCLB.503733.10	XP_811235
TcCLB.503733.20	XP_811236
TcCLB.503733.30	XP_811237
TcCLB.503733.40	XP_811238
TcCLB.503733.5	XP_811241
TcCLB.503733.70	XP_811239
TcCLB.503733.80	XP_811240
TcCLB.503735.10	XP_807513
TcCLB.503735.20	XP_807514
TcCLB.503735.30	XP_807515
TcCLB.503735.40	XP_807516
TcCLB.503735.49	XP_807517
TcCLB.503737.20	XP_804606
TcCLB.503739.15	XP_806863
TcCLB.503741.10	XP_805787
TcCLB.503741.40	XP_805788
TcCLB.503745.10	XP_804880
TcCLB.503745.20	XP_804881
TcCLB.503745.25	XP_804883
TcCLB.503745.30	XP_804882
TcCLB.503747.10	XP_804779
TcCLB.503747.20	XP_804780
TcCLB.503747.30	XP_804781
TcCLB.503747.40	XP_804782
TcCLB.503749.10	XP_806155
TcCLB.503749.20	XP_806156
TcCLB.503749.30	XP_806157
TcCLB.503749.5	XP_806159
TcCLB.511537.8	XP_806158
TcCLB.503751.10	XP_803878
TcCLB.503751.20	XP_803879
TcCLB.503753.10	XP_804465
TcCLB.503753.20	XP_804466
TcCLB.503753.29	XP_804467
TcCLB.503755.10	XP_807921
TcCLB.503755.20	XP_807922
TcCLB.503755.30	XP_807923
TcCLB.503755.50	XP_807924
TcCLB.503755.54	XP_807925
TcCLB.503757.10	XP_805888
TcCLB.503757.20	XP_805889
TcCLB.503757.30	XP_805890
TcCLB.503757.40	XP_805891
TcCLB.503757.49	XP_805892
TcCLB.503759.10	XP_805881
TcCLB.503759.59	XP_805882
TcCLB.503761.30	XP_804978
TcCLB.503761.40	XP_804979
TcCLB.503761.50	XP_804980
TcCLB.503763.10	XP_805985
TcCLB.503767.10	XP_804826
TcCLB.503767.20	XP_804827
TcCLB.503767.5	XP_804828
TcCLB.503769.40	XP_806776
TcCLB.503771.10	XP_806153
TcCLB.503771.90	XP_806154
TcCLB.503773.20	XP_805607
TcCLB.503773.24	XP_805611
TcCLB.503773.30	XP_805608
TcCLB.503773.40	XP_805609
TcCLB.503773.50	XP_805610
TcCLB.503773.9	XP_805612
TcCLB.503775.60	XP_805865
TcCLB.503777.10	XP_803892
TcCLB.503777.19	XP_803893
TcCLB.503777.4	XP_803894
TcCLB.503779.10	XP_807481
TcCLB.503779.100	XP_807488
TcCLB.503779.109	XP_807489
TcCLB.503779.20	XP_807482
TcCLB.503779.30	XP_807483
TcCLB.503779.40	XP_807484
TcCLB.503779.50	XP_807485
TcCLB.503779.60	XP_807486
TcCLB.503779.70	XP_807487
TcCLB.503781.10	XP_810798
TcCLB.503781.20	XP_810799
TcCLB.503781.30	XP_810800
TcCLB.503781.40	XP_810801
TcCLB.503781.50	XP_810802
TcCLB.503781.60	XP_810803
TcCLB.503781.70	XP_810804
TcCLB.503781.80	XP_810805
TcCLB.503781.90	XP_810806
TcCLB.503783.17	XP_806682
TcCLB.503783.70	XP_806680
TcCLB.503783.80	XP_806681
TcCLB.503785.20	XP_804866
TcCLB.503785.30	XP_804867
TcCLB.503787.20	XP_804802
TcCLB.503787.30	XP_804803
TcCLB.503787.50	XP_804804
TcCLB.503789.10	XP_807566
TcCLB.503789.20	XP_807567
TcCLB.503789.30	XP_807568
TcCLB.503789.34	XP_807571
TcCLB.503789.60	XP_807569
TcCLB.503789.70	XP_807570
TcCLB.503791.10	XP_804981
TcCLB.503791.20	XP_804982
TcCLB.503791.30	XP_804983
TcCLB.503791.40	XP_804984
TcCLB.503791.49	XP_804985
TcCLB.503793.10	XP_803011
TcCLB.503793.20	XP_803012
TcCLB.503795.10	XP_802953
TcCLB.503797.10	XP_804271
TcCLB.503797.4	XP_804272
TcCLB.503799.10	XP_802939
TcCLB.503799.4	XP_802940
TcCLB.503801.20	XP_807142
TcCLB.503801.30	XP_807143
TcCLB.503801.50	XP_807144
TcCLB.503801.60	XP_807145
TcCLB.503801.70	XP_807146
TcCLB.503801.79	XP_807147
TcCLB.503801.9	XP_807148
TcCLB.503803.10	XP_804641
TcCLB.503803.20	XP_804642
TcCLB.503803.4	XP_804643
TcCLB.503805.10	XP_808378
TcCLB.503805.20	XP_808379
TcCLB.503805.3	XP_808384
TcCLB.503805.30	XP_808380
TcCLB.503805.40	XP_808381
TcCLB.503805.6	XP_808382
TcCLB.503805.9	XP_808383
TcCLB.503809.10	XP_814707
TcCLB.503809.100	XP_814713
TcCLB.503809.110	XP_814714
TcCLB.503809.120	XP_814715
TcCLB.503809.130	XP_814716
TcCLB.503809.140	XP_814717
TcCLB.503809.149	XP_814719
TcCLB.503809.158	XP_814720
TcCLB.503809.20	XP_814708
TcCLB.503809.24	XP_814718
TcCLB.503809.30	XP_814709
TcCLB.503809.40	XP_814710
TcCLB.503809.50	XP_814711
TcCLB.503809.75	XP_814721
TcCLB.503809.90	XP_814712
TcCLB.503811.10	XP_808449
TcCLB.503811.20	XP_808450
TcCLB.503811.40	XP_808451
TcCLB.503811.45	XP_808456
TcCLB.503811.50	XP_808452
TcCLB.503811.60	XP_808453
TcCLB.503811.70	XP_808454
TcCLB.503811.80	XP_808455
TcCLB.503813.10	XP_805472
TcCLB.503813.20	XP_805473
TcCLB.503813.30	XP_805474
TcCLB.503815.10	XP_804849
TcCLB.503815.20	XP_804850
TcCLB.503815.29	XP_804852
TcCLB.503815.4	XP_804851
TcCLB.503819.10	XP_804160
TcCLB.503819.20	XP_804161
TcCLB.503819.30	XP_804162
TcCLB.503821.10	XP_803070
TcCLB.503821.19	XP_803071
TcCLB.503821.5	XP_803072
TcCLB.503823.10	XP_815215
TcCLB.503823.100	XP_815224
TcCLB.503823.104	XP_815232
TcCLB.503823.110	XP_815225
TcCLB.503823.120	XP_815226
TcCLB.503823.130	XP_815227
TcCLB.503823.140	XP_815228
TcCLB.503823.150	XP_815229
TcCLB.503823.160	XP_815230
TcCLB.503823.169	XP_815233
TcCLB.503823.20	XP_815216
TcCLB.503823.30	XP_815217
TcCLB.503823.40	XP_815218
TcCLB.503823.50	XP_815219
TcCLB.503823.60	XP_815220
TcCLB.503823.70	XP_815221
TcCLB.503823.80	XP_815222
TcCLB.503823.84	XP_815231
TcCLB.503823.90	XP_815223
TcCLB.503825.19	XP_803338
TcCLB.503827.100	XP_812607
TcCLB.503827.20	XP_812604
TcCLB.503827.30	XP_812605
TcCLB.503827.5	XP_812608
TcCLB.503827.60	XP_812606
TcCLB.503829.10	XP_808330
TcCLB.503829.30	XP_808331
TcCLB.503829.40	XP_808332
TcCLB.503829.50	XP_808333
TcCLB.503829.70	XP_808334
TcCLB.503829.80	XP_808335
TcCLB.503829.89	XP_808336
TcCLB.503831.20	XP_804080
TcCLB.503833.10	XP_805773
TcCLB.503833.20	XP_805774
TcCLB.503833.30	XP_805775
TcCLB.503833.40	XP_805776
TcCLB.503833.50	XP_805777
TcCLB.503833.60	XP_805778
TcCLB.503833.69	XP_805779
TcCLB.503835.10	XP_804242
TcCLB.503835.20	XP_804243
TcCLB.503835.30	XP_804244
TcCLB.503835.39	XP_804245
TcCLB.503835.5	XP_804246
TcCLB.503837.10	XP_806558
TcCLB.503837.20	XP_806559
TcCLB.503837.30	XP_806560
TcCLB.503837.40	XP_806561
TcCLB.503837.5	XP_806562
TcCLB.503839.10	XP_806603
TcCLB.503839.19	XP_806606
TcCLB.503839.30	XP_806604
TcCLB.503839.39	XP_806605
TcCLB.503839.5	XP_806607
TcCLB.503841.10	XP_807782
TcCLB.503841.20	XP_807783
TcCLB.503841.30	XP_807784
TcCLB.503841.40	XP_807785
TcCLB.503841.50	XP_807786
TcCLB.503841.60	XP_807787
TcCLB.503841.70	XP_807788
TcCLB.503841.80	XP_807789
TcCLB.503843.10	XP_806613
TcCLB.503843.20	XP_806614
TcCLB.503843.30	XP_806615
TcCLB.503843.40	XP_806616
TcCLB.503847.20	XP_810075
TcCLB.503847.30	XP_810076
TcCLB.503847.40	XP_810077
TcCLB.503847.50	XP_810078
TcCLB.503847.60	XP_810079
TcCLB.503847.70	XP_810080
TcCLB.503847.80	XP_810081
TcCLB.503847.90	XP_810082
TcCLB.503849.40	XP_810231
TcCLB.503849.60	XP_810232
TcCLB.503849.80	XP_810233
TcCLB.503851.10	XP_805799
TcCLB.503851.24	XP_805801
TcCLB.503851.40	XP_805800
TcCLB.503851.54	XP_805802
TcCLB.503853.10	XP_803068
TcCLB.503855.10	XP_811724
TcCLB.503855.20	XP_811725
TcCLB.503855.30	XP_811726
TcCLB.503855.40	XP_811727
TcCLB.503855.50	XP_811728
TcCLB.503855.60	XP_811729
TcCLB.503855.80	XP_811730
TcCLB.503859.40	XP_805758
TcCLB.503859.45	XP_805760
TcCLB.503859.50	XP_805759
TcCLB.503861.10	XP_817332
TcCLB.503861.40	XP_817333
TcCLB.503861.50	XP_817334
TcCLB.503861.80	XP_817335
TcCLB.503863.9	XP_802779
TcCLB.503865.20	XP_809918
TcCLB.503865.30	XP_809919
TcCLB.503865.40	XP_809920
TcCLB.503865.50	XP_809921
TcCLB.503865.60	XP_809922
TcCLB.503865.70	XP_809923
TcCLB.503867.10	XP_802924
TcCLB.503867.5	XP_802925
TcCLB.503869.20	XP_807080
TcCLB.503869.30	XP_807081
TcCLB.503869.40	XP_807082
TcCLB.503869.50	XP_807083
TcCLB.503869.9	XP_807084
TcCLB.503873.10	XP_802773
TcCLB.503875.10	XP_805101
TcCLB.503875.30	XP_805102
TcCLB.503875.40	XP_805103
TcCLB.503877.10	XP_802962
TcCLB.503877.19	XP_802963
TcCLB.503879.10	XP_812760
TcCLB.503879.100	XP_812766
TcCLB.503879.110	XP_812767
TcCLB.503879.119	XP_812768
TcCLB.503879.20	XP_812761
TcCLB.503879.30	XP_812762
TcCLB.503879.50	XP_812763
TcCLB.503879.60	XP_812764
TcCLB.503879.90	XP_812765
TcCLB.503881.10	XP_807119
TcCLB.503881.20	XP_807120
TcCLB.503881.30	XP_807121
TcCLB.503881.39	XP_807123
TcCLB.503881.4	XP_807124
TcCLB.503881.50	XP_807122
TcCLB.503885.10	XP_809300
TcCLB.503885.100	XP_809308
TcCLB.503885.20	XP_809301
TcCLB.503885.40	XP_809302
TcCLB.503885.50	XP_809303
TcCLB.503885.60	XP_809304
TcCLB.503885.70	XP_809305
TcCLB.503885.80	XP_809306
TcCLB.503885.90	XP_809307
TcCLB.503887.10	XP_807287
TcCLB.503887.20	XP_807288
TcCLB.503887.30	XP_807289
TcCLB.503887.40	XP_807290
TcCLB.503887.50	XP_807291
TcCLB.503887.60	XP_807292
TcCLB.503887.70	XP_807293
TcCLB.503887.79	XP_807294
TcCLB.503889.10	XP_804354
TcCLB.503889.5	XP_804355
TcCLB.503891.100	XP_809750
TcCLB.503891.110	XP_809751
TcCLB.503891.120	XP_809752
TcCLB.503891.30	XP_809743
TcCLB.503891.40	XP_809744
TcCLB.503891.50	XP_809745
TcCLB.503891.54	XP_809753
TcCLB.503891.60	XP_809746
TcCLB.503891.70	XP_809747
TcCLB.503891.80	XP_809748
TcCLB.503891.90	XP_809749
TcCLB.503893.10	XP_815084
TcCLB.503893.100	XP_815092
TcCLB.503893.120	XP_815093
TcCLB.503893.130	XP_815094
TcCLB.503893.140	XP_815095
TcCLB.503893.150	XP_815096
TcCLB.503893.160	XP_815097
TcCLB.503893.170	XP_815098
TcCLB.503893.181	XP_815099
TcCLB.503893.30	XP_815085
TcCLB.503893.40	XP_815086
TcCLB.503893.50	XP_815087
TcCLB.503893.60	XP_815088
TcCLB.503893.70	XP_815089
TcCLB.503893.80	XP_815090
TcCLB.503893.90	XP_815091
TcCLB.503895.10	XP_805903
TcCLB.503895.19	XP_805904
TcCLB.503897.10	XP_814932
TcCLB.503897.100	XP_814941
TcCLB.503897.110	XP_814942
TcCLB.503897.120	XP_814943
TcCLB.503897.130	XP_814944
TcCLB.503897.140	XP_814945
TcCLB.503897.150	XP_814946
TcCLB.503897.170	XP_814947
TcCLB.503897.20	XP_814933
TcCLB.503897.30	XP_814934
TcCLB.503897.40	XP_814935
TcCLB.503897.50	XP_814936
TcCLB.503897.60	XP_814937
TcCLB.503897.70	XP_814938
TcCLB.503897.80	XP_814939
TcCLB.503897.90	XP_814940
TcCLB.503899.10	XP_812796
TcCLB.503899.100	XP_812805
TcCLB.503899.110	XP_812806
TcCLB.503899.119	XP_812808
TcCLB.503899.130	XP_812807
TcCLB.503899.139	XP_812809
TcCLB.503899.20	XP_812797
TcCLB.503899.30	XP_812798
TcCLB.503899.40	XP_812799
TcCLB.503899.50	XP_812800
TcCLB.503899.60	XP_812801
TcCLB.503899.70	XP_812802
TcCLB.503899.80	XP_812803
TcCLB.503899.90	XP_812804
TcCLB.503901.18	XP_803367
TcCLB.503903.10	XP_807616
TcCLB.503903.20	XP_807617
TcCLB.503903.30	XP_807618
TcCLB.503903.50	XP_807619
TcCLB.503903.60	XP_807620
TcCLB.503903.70	XP_807621
TcCLB.503903.79	XP_807622
TcCLB.503905.10	XP_806504
TcCLB.503905.30	XP_806505
TcCLB.503905.40	XP_806506
TcCLB.503905.50	XP_806507
TcCLB.503907.10	XP_804836
TcCLB.503909.100	XP_812105
TcCLB.503909.110	XP_812106
TcCLB.503909.120	XP_812107
TcCLB.503909.19	XP_812112
TcCLB.503909.40	XP_812101
TcCLB.503909.44	XP_812108
TcCLB.503909.50	XP_812102
TcCLB.503909.60	XP_812103
TcCLB.503909.68	XP_812109
TcCLB.503909.76	XP_812110
TcCLB.503909.84	XP_812111
TcCLB.503909.90	XP_812104
TcCLB.503911.10	XP_803871
TcCLB.503911.20	XP_803872
TcCLB.503911.30	XP_803873
TcCLB.503913.10	XP_804991
TcCLB.503913.20	XP_804992
TcCLB.503913.29	XP_804994
TcCLB.503913.40	XP_804993
TcCLB.503913.49	XP_804995
TcCLB.503915.9	XP_802614
TcCLB.503917.14	XP_807778
TcCLB.503917.21	XP_807779
TcCLB.503917.28	XP_807780
TcCLB.503917.35	XP_807781
TcCLB.503917.40	XP_807775
TcCLB.503917.50	XP_807776
TcCLB.503917.7	XP_807777
TcCLB.503919.10	XP_808603
TcCLB.503919.20	XP_808604
TcCLB.503919.30	XP_808605
TcCLB.503919.4	XP_808609
TcCLB.503919.40	XP_808606
TcCLB.503919.50	XP_808607
TcCLB.503919.60	XP_808608
TcCLB.503923.10	XP_807267
TcCLB.503923.20	XP_807268
TcCLB.503923.30	XP_807269
TcCLB.503923.40	XP_807270
TcCLB.503923.50	XP_807271
TcCLB.503925.10	XP_811452
TcCLB.503925.100	XP_811461
TcCLB.503925.110	XP_811462
TcCLB.503925.119	XP_811465
TcCLB.503925.20	XP_811453
TcCLB.503925.3	XP_811464
TcCLB.503925.30	XP_811454
TcCLB.503925.40	XP_811455
TcCLB.503925.50	XP_811456
TcCLB.503925.6	XP_811463
TcCLB.503925.60	XP_811457
TcCLB.503925.70	XP_811458
TcCLB.503925.80	XP_811459
TcCLB.503925.90	XP_811460
TcCLB.503927.9	XP_802821
TcCLB.503929.10	XP_807670
TcCLB.503929.20	XP_807671
TcCLB.503929.30	XP_807672
TcCLB.503929.40	XP_807673
TcCLB.503929.5	XP_807678
TcCLB.503929.50	XP_807674
TcCLB.503929.60	XP_807675
TcCLB.503929.70	XP_807676
TcCLB.503929.79	XP_807677
TcCLB.503931.14	XP_803337
TcCLB.503931.30	XP_803336
TcCLB.503935.10	XP_803342
TcCLB.503935.20	XP_803343
TcCLB.503939.10	XP_815251
TcCLB.503939.100	XP_815260
TcCLB.503939.110	XP_815261
TcCLB.503939.114	XP_815265
TcCLB.503939.120	XP_815262
TcCLB.503939.130	XP_815263
TcCLB.503939.20	XP_815252
TcCLB.503939.30	XP_815253
TcCLB.503939.4	XP_815266
TcCLB.503939.40	XP_815254
TcCLB.503939.50	XP_815255
TcCLB.503939.60	XP_815256
TcCLB.503939.70	XP_815257
TcCLB.503939.80	XP_815258
TcCLB.503939.84	XP_815264
TcCLB.503939.90	XP_815259
TcCLB.503943.10	XP_804910
TcCLB.503943.14	XP_804912
TcCLB.503943.20	XP_804911
TcCLB.503945.10	XP_804311
TcCLB.503945.20	XP_804312
TcCLB.503945.30	XP_804313
TcCLB.503945.40	XP_804314
TcCLB.503947.11	XP_802769
TcCLB.503947.20	XP_802768
TcCLB.503949.40	XP_804141
TcCLB.503953.10	XP_808012
TcCLB.503953.14	XP_808018
TcCLB.503953.20	XP_808013
TcCLB.503953.30	XP_808014
TcCLB.503953.40	XP_808015
TcCLB.503953.50	XP_808016
TcCLB.503953.59	XP_808017
TcCLB.503955.10	XP_813737
TcCLB.503955.100	XP_813745
TcCLB.503955.110	XP_813746
TcCLB.503955.20	XP_813738
TcCLB.503955.30	XP_813739
TcCLB.503955.40	XP_813740
TcCLB.503955.50	XP_813741
TcCLB.503955.55	XP_813748
TcCLB.503955.60	XP_813742
TcCLB.503955.70	XP_813743
TcCLB.503955.80	XP_813744
TcCLB.503955.89	XP_813747
TcCLB.503957.10	XP_814969
TcCLB.503957.120	XP_814972
TcCLB.503957.20	XP_814970
TcCLB.503957.30	XP_814971
TcCLB.503959.10	XP_808884
TcCLB.503959.20	XP_808885
TcCLB.503959.30	XP_808886
TcCLB.503959.40	XP_808887
TcCLB.503959.50	XP_808888
TcCLB.503959.60	XP_808889
TcCLB.503959.78	XP_808890
TcCLB.503965.10	XP_804133
TcCLB.503965.20	XP_804134
TcCLB.503965.30	XP_804135
TcCLB.503965.39	XP_804136
TcCLB.503967.10	XP_803918
TcCLB.503967.19	XP_803920
TcCLB.503967.4	XP_803919
TcCLB.503969.10	XP_803831
TcCLB.503969.20	XP_803832
TcCLB.503971.10	XP_807037
TcCLB.503971.20	XP_807038
TcCLB.503971.30	XP_807039
TcCLB.503971.40	XP_807040
TcCLB.503971.5	XP_807043
TcCLB.503971.50	XP_807041
TcCLB.503971.59	XP_807042
TcCLB.503973.10	XP_820403
TcCLB.503973.110	XP_820408
TcCLB.503973.120	XP_820409
TcCLB.503973.150	XP_820410
TcCLB.503973.170	XP_820411
TcCLB.503973.190	XP_820412
TcCLB.503973.240	XP_820413
TcCLB.503973.280	XP_820414
TcCLB.503973.290	XP_820415
TcCLB.503973.320	XP_820416
TcCLB.503973.350	XP_820417
TcCLB.503973.40	XP_820404
TcCLB.503973.50	XP_820405
TcCLB.503973.70	XP_820406
TcCLB.503973.80	XP_820407
TcCLB.503975.100	XP_812323
TcCLB.503975.20	XP_812318
TcCLB.503975.40	XP_812319
TcCLB.503975.50	XP_812320
TcCLB.503975.60	XP_812321
TcCLB.503975.70	XP_812322
TcCLB.503977.30	XP_807161
