geneids	uniprotids
TcCLB.503515.14	Q4CQP3
TcCLB.503515.20	Q4CQP2
TcCLB.503515.7	Q4CQP4
TcCLB.503519.20	Q4CTA9
TcCLB.503519.30	Q4CTA8
TcCLB.503519.40	Q4CTA7
TcCLB.503521.10	Q4D2A1
TcCLB.503521.20	Q4D2A0
TcCLB.503521.30	Q4D299
TcCLB.503521.39	Q4D298
TcCLB.503521.50	Q4D297
TcCLB.503521.60	Q4D296
TcCLB.503521.80	Q4D295
TcCLB.503521.89	Q4D294
TcCLB.503525.10	Q4CWS8
TcCLB.503525.20	Q4CWS7
TcCLB.503525.30	Q4CWS6
TcCLB.503525.4	Q4CWS9
TcCLB.503525.40	Q4CWS5
TcCLB.503525.50	Q4CWS4
TcCLB.503527.10	Q4CXB2
TcCLB.503527.20	Q4CXB1
TcCLB.503527.29	Q4CXB0
TcCLB.503527.40	Q4CXA9
TcCLB.503527.50	Q4CXA8
TcCLB.503527.60	Q4CXA7
TcCLB.503529.10	Q4CS33
TcCLB.503529.20	Q4CS32
TcCLB.503529.30	Q4CS31
TcCLB.503531.10	Q4CUB1
TcCLB.503531.20	Q4CUB0
TcCLB.503531.40	Q4CUA9
TcCLB.503531.49	Q4CUA8
TcCLB.503533.30	Q4D1D2
TcCLB.503533.40	Q4D1D1
TcCLB.503533.50	Q4D1D0
TcCLB.503533.61	Q4D1C9
TcCLB.503535.9	Q4CQD3
TcCLB.503539.10	Q4CP53
TcCLB.503539.20	Q4CP52
TcCLB.503539.30	Q4CP51
TcCLB.503541.10	Q4CQ07
TcCLB.503541.20	Q4CQ06
TcCLB.503541.30	Q4CQ05
TcCLB.503541.40	Q4CQ04
TcCLB.503541.5	Q4CQ08
TcCLB.503543.10	Q4CMV5
TcCLB.503543.20	Q4CMV4
TcCLB.503543.4	Q4CMV6
TcCLB.503551.20	Q4CSA3
TcCLB.503555.10	Q4CT45
TcCLB.503555.20	Q4CT44
TcCLB.503555.30	Q4CT43
TcCLB.503555.40	Q4CT42
TcCLB.503555.50	Q4CT41
TcCLB.503557.10	Q4CR71
TcCLB.503557.14	Q4CR70
TcCLB.503557.20	Q4CR69
TcCLB.503557.30	Q4CR68
TcCLB.503557.40	Q4CR67
TcCLB.503557.49	Q4CR66
TcCLB.503559.100	Q4DCB9
TcCLB.503559.109	Q4DCB8
TcCLB.503559.70	Q4DCC2
TcCLB.503559.80	Q4DCC1
TcCLB.503559.90	Q4DCC0
TcCLB.503561.10	Q4CND9
TcCLB.503561.20	Q4CND8
TcCLB.503563.10	Q4CSH1
TcCLB.503563.14	Q4CSH0
TcCLB.503563.20	Q4CSG9
TcCLB.503563.29	Q4CSG8
TcCLB.503565.10	Q4CN11
TcCLB.503565.20	Q4CN10
TcCLB.503565.29	Q4CN09
TcCLB.503567.9	Q4CT08
TcCLB.503571.10	Q4CSS5
TcCLB.503571.19	Q4CSS4
TcCLB.503573.9	Q4CP54
TcCLB.503575.27	Q4D206
TcCLB.503575.34	Q4D205
TcCLB.503575.40	Q4D204
TcCLB.503575.50	Q4D203
TcCLB.503575.54	Q4D202
TcCLB.503575.60	Q4D201
TcCLB.503577.20	Q4CM27
TcCLB.503579.10	Q4DDG8
TcCLB.503579.100	Q4DDF9
TcCLB.503579.110	Q4DDF8
TcCLB.503579.119	Q4D8T4
TcCLB.503579.130	Q4DDF6
TcCLB.503579.140	Q4DDF5
TcCLB.503579.150	Q4DDF4
TcCLB.503579.20	Q4DDG7
TcCLB.503579.30	Q4DDG6
TcCLB.503579.40	Q4DDG5
TcCLB.503579.50	Q4DDG4
TcCLB.503579.60	Q4DDG3
TcCLB.503579.70	Q4DDG2
TcCLB.503579.80	Q4DDG1
TcCLB.503579.90	Q4DDG0
TcCLB.503581.10	Q4CU59
TcCLB.503581.20	Q4CU58
TcCLB.503581.30	Q4CU57
TcCLB.503581.39	Q4CU56
TcCLB.503583.10	Q4D695
TcCLB.503583.100	Q4D685
TcCLB.503583.20	Q4D694
TcCLB.503583.24	Q4D693
TcCLB.503583.30	Q4D692
TcCLB.503583.40	Q4D691
TcCLB.503583.50	Q4D690
TcCLB.503583.60	Q4D689
TcCLB.503583.70	Q4D688
TcCLB.503583.80	Q4D687
TcCLB.503583.90	Q4D686
TcCLB.503585.10	Q4D6A2
TcCLB.503585.115	Q4D6A0
TcCLB.503585.70	Q4D6A1
TcCLB.503587.10	Q4DC32
TcCLB.503587.30	Q4DC31
TcCLB.503587.47	Q4DC30
TcCLB.503587.6	Q4DC33
TcCLB.503589.10	Q4CMK4
TcCLB.503589.19	Q4CMK3
TcCLB.503593.10	Q4D511
TcCLB.503593.20	Q4D510
TcCLB.503593.30	Q4D509
TcCLB.503593.40	Q4D508
TcCLB.503593.50	Q4D507
TcCLB.503593.60	Q4D506
TcCLB.503593.70	Q4D505
TcCLB.503595.10	Q4CP81
TcCLB.503595.19	Q4CP80
TcCLB.503597.10	Q4CME2
TcCLB.503597.5	Q4CME3
TcCLB.503599.10	Q4D2U3
TcCLB.503599.20	Q4D2U2
TcCLB.503599.30	Q4D2U1
TcCLB.503599.40	Q4D2U0
TcCLB.503599.50	Q4D2T9
TcCLB.503599.60	Q4D2T8
TcCLB.503599.70	Q4D2T7
TcCLB.503601.10	Q4CSS7
TcCLB.503601.20	Q4CSS6
TcCLB.503603.10	Q4CNE1
TcCLB.503603.20	Q4CNE0
TcCLB.503605.20	Q4CQY0
TcCLB.503607.10	Q4CTB9
TcCLB.503607.4	Q4CTC0
TcCLB.503609.100	Q4D7Z2
TcCLB.503609.40	Q4D7Z5
TcCLB.503609.50	Q4D7Z4
TcCLB.503609.60	Q4D7Z3
TcCLB.503611.10	Q4CRG3
TcCLB.503611.20	Q4E078
TcCLB.503611.30	Q4CRG1
TcCLB.503611.40	Q4E078
TcCLB.503611.50	Q4CRF9
TcCLB.503613.10	Q4CYK6
TcCLB.503613.20	Q4CYK5
TcCLB.503613.30	Q4CYK4
TcCLB.503613.40	Q4CYK3
TcCLB.503613.50	Q4CYK2
TcCLB.503613.60	Q4CYK1
TcCLB.503613.70	Q4CYK0
TcCLB.503613.79	Q4CYJ9
TcCLB.503615.10	Q4CN78
TcCLB.503617.10	Q4CXB8
TcCLB.503617.15	Q4CXB7
TcCLB.503617.20	Q4CXB6
TcCLB.503617.31	Q4CXB5
TcCLB.503617.40	Q4CXB4
TcCLB.503619.10	Q4CQH5
TcCLB.503619.20	Q4CQH4
TcCLB.503619.25	Q4CQH3
TcCLB.503619.29	Q4CQH2
TcCLB.503619.39	Q4CQH1
TcCLB.503623.10	Q4CN80
TcCLB.503625.10	Q4CRM4
TcCLB.503625.20	Q4CRM3
TcCLB.503627.20	Q4CS54
TcCLB.503627.9	Q4CS55
TcCLB.503629.10	Q4CN49
TcCLB.503631.9	Q4CM72
TcCLB.503633.11	Q4D337
TcCLB.503633.30	Q4D336
TcCLB.503635.10	Q4D2S4
TcCLB.503635.20	Q4D2S3
TcCLB.503635.40	Q4D2S2
TcCLB.503635.50	Q4D2S1
TcCLB.503635.59	Q4D2R9
TcCLB.503635.68	Q4D2R9
TcCLB.503635.80	Q4D2R8
TcCLB.503635.89	Q4D2R7
TcCLB.503637.10	Q4CW85
TcCLB.503637.20	Q4CW84
TcCLB.503637.30	Q4CW83
TcCLB.503639.10	Q4CTJ7
TcCLB.503639.20	Q4CTJ6
TcCLB.503639.30	Q4CTJ5
TcCLB.503641.10	Q4CRT9
TcCLB.503641.19	Q4CRT8
TcCLB.503643.10	Q4CY05
TcCLB.503643.20	Q4CY04
TcCLB.503643.3	Q4CY07
TcCLB.503643.30	Q4CY03
TcCLB.503643.39	Q4CY02
TcCLB.503643.6	Q4CY06
TcCLB.503645.10	Q4CS03
TcCLB.503645.40	Q4CS02
TcCLB.503645.55	Q4CS01
TcCLB.503647.20	Q4CQ99
TcCLB.503647.40	Q4CQ98
TcCLB.503647.9	Q4CQA0
TcCLB.503649.20	Q4CLV9
TcCLB.503651.10	Q4CTF4
TcCLB.503651.20	Q4CTF3
TcCLB.503651.30	Q4CTF2
TcCLB.503651.4	Q4CTF5
TcCLB.503651.40	Q4CTF1
TcCLB.503653.104	Q4CZ51
TcCLB.503653.20	Q4CZ57
TcCLB.503653.30	Q4CZ56
TcCLB.503653.50	Q4CZ55
TcCLB.503653.60	Q4CZ54
TcCLB.503653.70	Q4CZ53
TcCLB.503653.9	Q4CZ58
TcCLB.503653.90	Q4CZ52
TcCLB.503655.20	Q4D8Y4
TcCLB.503655.30	Q4D8Y3
TcCLB.503657.20	Q4CYP7
TcCLB.503657.50	Q4CYP6
TcCLB.503657.70	Q4CYP5
TcCLB.503657.9	Q4CYP8
TcCLB.503659.10	Q4CMV0
TcCLB.503659.30	Q4CMU9
TcCLB.503661.11	Q4CNP9
TcCLB.503661.20	Q4CNP8
TcCLB.503663.10	Q4CQH7
TcCLB.503663.20	Q4CQH6
TcCLB.503663.4	Q4CQH8
TcCLB.503665.30	Q4CU24
TcCLB.503667.10	Q4CW39
TcCLB.503667.20	Q4CW38
TcCLB.503667.39	Q4CW37
TcCLB.503669.10	Q4CPA7
TcCLB.503669.20	Q4CPA6
TcCLB.503669.30	Q4CPA5
TcCLB.503669.39	Q4CPA4
TcCLB.503671.10	Q4CPW3
TcCLB.503671.20	Q4CPW2
TcCLB.503671.30	Q4CPW1
TcCLB.503671.39	Q4CPW0
TcCLB.503673.18	Q4CPB2
TcCLB.503673.9	Q4CPB3
TcCLB.503675.10	Q4CQM2
TcCLB.503675.20	Q4CQM1
TcCLB.503675.40	Q4CQM0
TcCLB.503677.10	Q4CSB0
TcCLB.503677.20	Q4CSA9
TcCLB.503677.29	Q4CSA8
TcCLB.503677.4	Q4CSB1
TcCLB.503679.10	Q4CRK6
TcCLB.503679.20	Q4CRK5
TcCLB.503679.30	Q4CRK4
TcCLB.503679.40	Q4CRK3
TcCLB.503681.20	Q4CR93
TcCLB.503681.29	Q4CR92
TcCLB.503681.9	Q4CR94
TcCLB.503683.11	Q4CT50
TcCLB.503683.20	Q4CT49
TcCLB.503683.30	Q4CT48
TcCLB.503685.10	Q4CQY7
TcCLB.503685.20	Q4CQY6
TcCLB.503685.30	Q4CQY5
TcCLB.503685.5	Q4CQY8
TcCLB.503687.10	Q4CVB8
TcCLB.503687.20	Q4CVB7
TcCLB.503687.30	Q4CVB6
TcCLB.503687.40	Q4CVB5
TcCLB.503687.49	Q4CVB4
TcCLB.503687.58	Q4CVB3
TcCLB.503689.10	Q4CV37
TcCLB.503689.20	Q4CV36
TcCLB.503689.30	Q4CV35
TcCLB.503689.34	Q4CV34
TcCLB.503689.4	Q4CV38
TcCLB.503689.40	Q4CV33
TcCLB.503691.9	Q4CMU7
TcCLB.503693.11	Q4CQT7
TcCLB.503693.20	Q4CQT6
TcCLB.503693.29	Q4CQT5
TcCLB.503697.100	Q4DKF6
TcCLB.503697.110	Q4DKF5
TcCLB.503697.120	Q4DKF4
TcCLB.503697.130	Q4DKF3
TcCLB.503697.140	Q4DKF2
TcCLB.503697.20	Q4DKG3
TcCLB.503697.30	Q4DKG2
TcCLB.503697.40	Q4DKG1
TcCLB.503697.50	Q4DKG0
TcCLB.503697.60	Q4DKF9
TcCLB.503697.70	Q4DKF8
TcCLB.503697.9	Q4DKG4
TcCLB.503697.90	Q4DKF7
TcCLB.503699.19	Q4CVZ1
TcCLB.503703.10	Q4D870
TcCLB.503703.100	Q4D861
TcCLB.503703.20	Q4D869
TcCLB.503703.30	Q4D868
TcCLB.503703.40	Q4D867
TcCLB.503703.50	Q4D866
TcCLB.503703.60	Q4D865
TcCLB.503703.70	Q4D864
TcCLB.503703.80	Q4D863
TcCLB.503703.90	Q4D862
TcCLB.503705.19	Q4CRZ1
TcCLB.503709.10	Q4CPI9
TcCLB.503709.20	Q4CPI8
TcCLB.503713.10	Q4CQS3
TcCLB.503713.20	Q4CQS2
TcCLB.503713.30	Q4CQS1
TcCLB.503713.40	Q4CQS0
TcCLB.503713.50	Q4CQR9
TcCLB.503715.10	Q4CZR2
TcCLB.503715.20	Q4CZR1
TcCLB.503715.30	Q4CZR0
TcCLB.503715.40	Q4CZQ9
TcCLB.503717.10	Q4DEA0
TcCLB.503717.120	Q4DE94
TcCLB.503717.15	Q4DE99
TcCLB.503717.20	Q4DE98
TcCLB.503717.31	Q4DE97
TcCLB.503717.60	Q4DE96
TcCLB.503717.90	Q4DE95
TcCLB.503719.10	Q4CQU1
TcCLB.503719.20	Q4CQU0
TcCLB.503719.30	Q4CQT9
TcCLB.503719.39	Q4CQT8
TcCLB.503721.10	Q4CWF7
TcCLB.503721.20	Q4CWF6
TcCLB.503721.30	Q4CWF5
TcCLB.503721.39	Q4CWF4
TcCLB.503723.10	Q4D9N2
TcCLB.503723.20	Q4D9N1
TcCLB.503723.40	Q4D9N0
TcCLB.503723.50	Q4D9M9
TcCLB.503723.60	Q4D9M8
TcCLB.503723.70	Q4D9M7
TcCLB.503723.80	Q4D9M6
TcCLB.503723.90	Q4D9M5
TcCLB.503727.10	Q4CTH2
TcCLB.503727.20	Q4CTH1
TcCLB.503727.29	Q4CTH0
TcCLB.503729.10	Q4CPS8
TcCLB.503729.19	Q4CPS7
TcCLB.503731.9	Q4CMI7
TcCLB.503733.10	Q4DA37
TcCLB.503733.20	Q4DA36
TcCLB.503733.30	Q4DA35
TcCLB.503733.40	Q4DA34
TcCLB.503733.5	Q4DA38
TcCLB.503733.70	Q4DA33
TcCLB.503733.80	Q4DA32
TcCLB.503735.10	Q4CZG4
TcCLB.503735.20	Q4CZG3
TcCLB.503735.30	Q4CZG2
TcCLB.503735.40	Q4CZG1
TcCLB.503735.49	Q4CZG0
TcCLB.503737.20	Q4CR53
TcCLB.503739.15	Q4CXL0
TcCLB.503741.10	Q4CUI5
TcCLB.503741.40	Q4CUI4
TcCLB.503745.10	Q4CRY0
TcCLB.503745.20	Q4CRX9
TcCLB.503745.25	Q4CRX8
TcCLB.503745.30	Q4CRX7
TcCLB.503747.10	Q4CRM9
TcCLB.503747.20	Q4CRM8
TcCLB.503747.30	Q4CRM7
TcCLB.503747.40	Q4CRM6
TcCLB.503749.10	Q4CVK5
TcCLB.503749.20	Q4CVK4
TcCLB.503749.30	Q4CVK3
TcCLB.503749.5	Q4CVK6
TcCLB.511537.8	Q4CVK2
TcCLB.503751.10	Q4CP26
TcCLB.503751.20	Q4CP25
TcCLB.503753.10	Q4CQR4
TcCLB.503753.20	Q4CQR3
TcCLB.503753.29	Q4CQR2
TcCLB.503755.10	Q4D0M2
TcCLB.503755.20	Q4D0M1
TcCLB.503755.30	Q4D0M0
TcCLB.503755.50	Q4D0L9
TcCLB.503755.54	Q4D0L8
TcCLB.503757.10	Q4CUT9
TcCLB.503757.20	Q4CUT8
TcCLB.503757.30	Q4CUT7
TcCLB.503757.40	Q4CUT6
TcCLB.503757.49	Q4CUT5
TcCLB.503759.10	Q4CUS9
TcCLB.503759.59	Q4CUS8
TcCLB.503761.30	Q4CS77
TcCLB.503761.40	Q4CS76
TcCLB.503761.50	Q4CS75
TcCLB.503763.10	Q4CV32
TcCLB.503767.10	Q4CRS4
TcCLB.503767.20	Q4CRS3
TcCLB.503767.5	Q4CRS5
TcCLB.503769.40	Q4CXC3
TcCLB.503771.10	Q4CVK1
TcCLB.503771.90	Q4CVK0
TcCLB.503773.20	Q4CU08
TcCLB.503773.24	Q4CU07
TcCLB.503773.30	Q4CU06
TcCLB.503773.40	Q4CU05
TcCLB.503773.50	Q4CU04
TcCLB.503773.9	Q4CU09
TcCLB.503775.60	Q4CUR2
TcCLB.503777.10	Q4CP40
TcCLB.503777.19	Q4CP39
TcCLB.503777.4	Q4CP41
TcCLB.503779.10	Q4CZD6
TcCLB.503779.100	Q4CZC9
TcCLB.503779.109	Q4CZC8
TcCLB.503779.20	Q4CZD5
TcCLB.503779.30	Q4CZD4
TcCLB.503779.40	Q4CZD3
TcCLB.503779.50	Q4CZD2
TcCLB.503779.60	Q4CZD1
TcCLB.503779.70	Q4CZD0
TcCLB.503781.10	Q4D8V3
TcCLB.503781.20	Q4D8V2
TcCLB.503781.30	Q4D8V1
TcCLB.503781.40	Q4D8V0
TcCLB.503781.50	Q4D8U9
TcCLB.503781.60	Q4D8U8
TcCLB.503781.70	Q4D8U7
TcCLB.503781.80	Q4D8U6
TcCLB.503781.90	Q4D8U5
TcCLB.503783.17	Q4CX29
TcCLB.503783.70	Q4CX28
TcCLB.503783.80	Q4CX27
TcCLB.503785.20	Q4CRW4
TcCLB.503785.30	Q4CRW3
TcCLB.503787.20	Q4CRQ1
TcCLB.503787.30	Q4CRQ0
TcCLB.503787.50	Q4CRP9
TcCLB.503789.10	Q4CZL8
TcCLB.503789.20	Q4CZL7
TcCLB.503789.30	Q4CZL6
TcCLB.503789.34	Q4CZL5
TcCLB.503789.60	Q4CZL4
TcCLB.503789.70	Q4CZL3
TcCLB.503791.10	Q4CS82
TcCLB.503791.20	Q4CS81
TcCLB.503791.30	Q4CS80
TcCLB.503791.40	Q4CS79
TcCLB.503791.49	Q4CS78
TcCLB.503793.10	Q4CMR4
TcCLB.503793.20	Q4CMR3
TcCLB.503795.10	Q4CMK5
TcCLB.503797.10	Q4CQ68
TcCLB.503797.4	Q4CQ69
TcCLB.503799.10	Q4CMJ1
TcCLB.503799.4	Q4CMJ2
TcCLB.503801.20	Q4CYE4
TcCLB.503801.30	Q4CYE3
TcCLB.503801.50	Q4CYE2
TcCLB.503801.60	Q4CYE1
TcCLB.503801.70	Q4CYE0
TcCLB.503801.79	Q4CYD9
TcCLB.503801.9	Q4CYE5
TcCLB.503803.10	Q4CR89
TcCLB.503803.20	Q4CR88
TcCLB.503803.4	Q4CR90
TcCLB.503805.10	Q4D1X8
TcCLB.503805.20	Q4D1X7
TcCLB.503805.3	Q4D1Y1
TcCLB.503805.30	Q4D1X6
TcCLB.503805.40	Q4D1X5
TcCLB.503805.6	Q4D1Y0
TcCLB.503805.9	Q4D1X9
TcCLB.503809.10	Q4DK18
TcCLB.503809.100	Q4DK10
TcCLB.503809.110	Q4DK09
TcCLB.503809.120	Q4DK08
TcCLB.503809.130	Q4DK07
TcCLB.503809.140	Q4DK06
TcCLB.503809.149	Q4DK05
TcCLB.503809.158	Q4DK04
TcCLB.503809.20	Q4DK17
TcCLB.503809.24	Q4DK16
TcCLB.503809.30	Q4DK15
TcCLB.503809.40	Q4DK14
TcCLB.503809.50	Q4DK13
TcCLB.503809.75	Q4DK12
TcCLB.503809.90	Q4DK11
TcCLB.503811.10	Q4D253
TcCLB.503811.20	Q4D252
TcCLB.503811.40	Q4D251
TcCLB.503811.45	Q4D250
TcCLB.503811.50	Q4D249
TcCLB.503811.60	Q4D248
TcCLB.503811.70	Q4D247
TcCLB.503811.80	Q4D246
TcCLB.503813.10	Q4CTM1
TcCLB.503813.20	Q4CTM0
TcCLB.503813.30	Q4CTL9
TcCLB.503815.10	Q4CRU8
TcCLB.503815.20	Q4CRU7
TcCLB.503815.29	Q4CRU6
TcCLB.503815.4	Q4CRU9
TcCLB.503819.10	Q4CPV9
TcCLB.503819.20	Q4CPV8
TcCLB.503819.30	Q4CPV7
TcCLB.503821.10	Q4CMX3
TcCLB.503821.19	Q4CMX2
TcCLB.503821.5	Q4CMX4
TcCLB.503823.10	Q4DLI0
TcCLB.503823.100	Q4DLH0
TcCLB.503823.104	Q4DLG9
TcCLB.503823.110	Q4DLG8
TcCLB.503823.120	Q4DLG7
TcCLB.503823.130	Q4DLG6
TcCLB.503823.140	Q4DLG5
TcCLB.503823.150	Q4DLG4
TcCLB.503823.160	Q4DLG3
TcCLB.503823.169	Q4DLG2
TcCLB.503823.20	Q4DLH9
TcCLB.503823.30	Q4DLH8
TcCLB.503823.40	Q4DLH7
TcCLB.503823.50	Q4DLH6
TcCLB.503823.60	Q4DLH5
TcCLB.503823.70	Q4DLH4
TcCLB.503823.80	Q4DLH3
TcCLB.503823.84	Q4DLH2
TcCLB.503823.90	Q4DLH1
TcCLB.503825.19	Q4CNP0
TcCLB.503827.100	Q4DE01
TcCLB.503827.20	Q4DE04
TcCLB.503827.30	Q4DE03
TcCLB.503827.5	Q4DE05
TcCLB.503827.60	Q4DE02
TcCLB.503829.10	Q4D1T3
TcCLB.503829.30	Q4D1T2
TcCLB.503829.40	Q4D1T1
TcCLB.503829.50	Q4D1T0
TcCLB.503829.70	Q4D1S9
TcCLB.503829.80	Q4D1S8
TcCLB.503829.89	Q4D1S7
TcCLB.503831.20	Q4CPM7
TcCLB.503833.10	Q4CUH6
TcCLB.503833.20	Q4CUH5
TcCLB.503833.30	Q4CUH4
TcCLB.503833.40	Q4DIZ9
TcCLB.503833.50	Q4CUH2
TcCLB.503833.60	Q4CUH1
TcCLB.503833.69	Q4CUH0
TcCLB.503835.10	Q4CQ42
TcCLB.503835.20	Q4CQ41
TcCLB.503835.30	Q4CQ40
TcCLB.503835.39	Q4CQ39
TcCLB.503835.5	Q4CQ43
TcCLB.503837.10	Q4CWQ8
TcCLB.503837.20	Q4CWQ7
TcCLB.503837.30	Q4CWQ6
TcCLB.503837.40	Q4CWQ5
TcCLB.503837.5	Q4CWQ9
TcCLB.503839.10	Q4CWV3
TcCLB.503839.19	Q4CWV2
TcCLB.503839.30	Q4CWV1
TcCLB.503839.39	Q4CWV0
TcCLB.503839.5	Q4CWV4
TcCLB.503841.10	Q4D086
TcCLB.503841.20	Q4D085
TcCLB.503841.30	Q4D084
TcCLB.503841.40	Q4D083
TcCLB.503841.50	Q4D082
TcCLB.503841.60	Q4D081
TcCLB.503841.70	Q4D080
TcCLB.503841.80	Q4D079
TcCLB.503843.10	Q4CWW3
TcCLB.503843.20	Q4CWW2
TcCLB.503843.30	Q4CWW1
TcCLB.503843.40	Q4CWW0
TcCLB.503847.20	Q4D6S9
TcCLB.503847.30	Q4D6S8
TcCLB.503847.40	Q4D6S7
TcCLB.503847.50	Q4D6S6
TcCLB.503847.60	Q4D6S5
TcCLB.503847.70	Q4D6S4
TcCLB.503847.80	Q4D6S3
TcCLB.503847.90	Q4D6S2
TcCLB.503849.40	Q4D780
TcCLB.503849.60	Q4D779
TcCLB.503849.80	Q4D778
TcCLB.503851.10	Q4CUJ9
TcCLB.503851.24	Q4CUJ8
TcCLB.503851.40	Q4CUJ7
TcCLB.503851.54	Q4CUJ6
TcCLB.503853.10	Q4CMX0
TcCLB.503855.10	Q4DBH7
TcCLB.503855.20	Q4DBH6
TcCLB.503855.30	Q4DBH5
TcCLB.503855.40	Q4DBH4
TcCLB.503855.50	Q4DBH3
TcCLB.503855.60	Q4DBH2
TcCLB.503855.80	Q4DBH1
TcCLB.503859.40	Q4CUF7
TcCLB.503859.45	Q4CUF6
TcCLB.503859.50	Q4CUF5
TcCLB.503861.10	Q4DSI2
TcCLB.503861.40	Q4DSI1
TcCLB.503861.50	Q4DSI0
TcCLB.503861.80	Q4DSH9
TcCLB.503863.9	Q4CM31
TcCLB.503865.20	Q4D6C0
TcCLB.503865.30	Q4D6B9
TcCLB.503865.40	Q4D6B8
TcCLB.503865.50	Q4D6B7
TcCLB.503865.60	Q4D6B6
TcCLB.503865.70	Q4D6B5
TcCLB.503867.10	Q4CMH6
TcCLB.503867.5	Q4CMH7
TcCLB.503869.20	Q4CY80
TcCLB.503869.30	Q4CY79
TcCLB.503869.40	Q4CY78
TcCLB.503869.50	Q4CY77
TcCLB.503869.9	Q4CY81
TcCLB.503873.10	Q4CM25
TcCLB.503875.10	Q4CSK0
TcCLB.503875.30	Q4CSJ9
TcCLB.503875.40	Q4CSJ8
TcCLB.503877.10	Q4CML5
TcCLB.503877.19	Q4CML4
TcCLB.503879.10	Q4DEG5
TcCLB.503879.100	Q4DEF9
TcCLB.503879.110	Q4DEF8
TcCLB.503879.119	Q4DEF7
TcCLB.503879.20	Q4DEG4
TcCLB.503879.30	Q4DEG3
TcCLB.503879.50	Q4DEG2
TcCLB.503879.60	Q4DEG1
TcCLB.503879.90	Q4DEG0
TcCLB.503881.10	Q4CYC0
TcCLB.503881.20	Q4CYB9
TcCLB.503881.30	Q4CYB8
TcCLB.503881.39	Q4CYB7
TcCLB.503881.4	Q4CYC1
TcCLB.503881.50	Q4CYB6
TcCLB.503885.10	Q4D4K5
TcCLB.503885.100	Q4D4J7
TcCLB.503885.20	Q4D4K4
TcCLB.503885.40	Q4D4K3
TcCLB.503885.50	Q4D4K2
TcCLB.503885.60	Q4D4K1
TcCLB.503885.70	Q4D4K0
TcCLB.503885.80	Q4D4J9
TcCLB.503885.90	Q4D4J8
TcCLB.503887.10	Q4CYU1
TcCLB.503887.20	Q4CYU0
TcCLB.503887.30	Q4CYT9
TcCLB.503887.40	Q4CYT8
TcCLB.503887.50	Q4CYT7
TcCLB.503887.60	Q4CYT6
TcCLB.503887.70	Q4CYT5
TcCLB.503887.79	Q4CYT4
TcCLB.503889.10	Q4CQF1
TcCLB.503889.5	Q4CQF2
TcCLB.503891.100	Q4CU77
TcCLB.503891.110	Q4D5U1
TcCLB.503891.120	Q4D5U0
TcCLB.503891.30	Q4D5V0
TcCLB.503891.40	Q4D5U9
TcCLB.503891.50	Q4D5U8
TcCLB.503891.54	Q4D5N8
TcCLB.503891.60	Q4D5U6
TcCLB.503891.70	Q4D5U5
TcCLB.503891.80	Q4D5U4
TcCLB.503891.90	Q4D5U3
TcCLB.503893.10	Q4DL46
TcCLB.503893.100	Q4DL38
TcCLB.503893.120	Q4DL37
TcCLB.503893.130	Q4DL36
TcCLB.503893.140	Q4DL35
TcCLB.503893.150	Q4DL34
TcCLB.503893.160	Q4DL33
TcCLB.503893.170	Q4DL32
TcCLB.503893.181	Q4DL31
TcCLB.503893.30	Q4DL45
TcCLB.503893.40	Q4DL44
TcCLB.503893.50	Q4DL43
TcCLB.503893.60	Q4DL42
TcCLB.503893.70	Q4DL41
TcCLB.503893.80	Q4CZP4
TcCLB.503893.90	Q4DL39
TcCLB.503895.10	Q4CUV1
TcCLB.503895.19	Q4CUV0
TcCLB.503897.10	Q4DKP4
TcCLB.503897.100	Q4DKN5
TcCLB.503897.110	Q4DKN4
TcCLB.503897.120	Q4DKN3
TcCLB.503897.130	Q4DKN2
TcCLB.503897.140	Q4DKN1
TcCLB.503897.150	Q4DKN0
TcCLB.503897.170	Q4DKM9
TcCLB.503897.20	Q4DKP3
TcCLB.503897.30	Q4DKP2
TcCLB.503897.40	Q4DKP1
TcCLB.503897.50	Q4DKP0
TcCLB.503897.60	Q4DKN9
TcCLB.503897.70	Q4DKN8
TcCLB.503897.80	Q4DKN7
TcCLB.503897.90	Q4DKN6
TcCLB.503899.10	Q4DEK6
TcCLB.503899.100	Q4DEJ7
TcCLB.503899.110	Q4DEJ6
TcCLB.503899.119	Q4DEJ5
TcCLB.503899.130	Q4DEJ4
TcCLB.503899.139	Q4DEJ3
TcCLB.503899.20	Q4DEK4
TcCLB.503899.30	Q4DEK4
TcCLB.503899.40	Q4DEK3
TcCLB.503899.50	Q4DEK2
TcCLB.503899.60	Q4DEK1
TcCLB.503899.70	Q4DEK0
TcCLB.503899.80	Q4DEJ9
TcCLB.503899.90	Q4CRM4
TcCLB.503901.18	Q4CNR9
TcCLB.503903.10	Q4CZR9
TcCLB.503903.20	Q4CZR8
TcCLB.503903.30	Q4CZR7
TcCLB.503903.50	Q4CZR6
TcCLB.503903.60	Q4CZR5
TcCLB.503903.70	Q4CZR4
TcCLB.503903.79	Q4CZR3
TcCLB.503905.10	Q4CWK4
TcCLB.503905.30	Q4CWK3
TcCLB.503905.40	Q4CWK2
TcCLB.503905.50	Q4CWK1
TcCLB.503907.10	Q4CRT3
TcCLB.503909.100	Q4DCK0
TcCLB.503909.110	Q4DCJ9
TcCLB.503909.120	Q4DCJ8
TcCLB.503909.19	Q4DCK9
TcCLB.503909.40	Q4DCK8
