UNIPROTKB GENES
Q4DTX9 Tc00.1047053509233.160
Q4CQJ5 Tc00.1047053467287.10
Q4DTW1 Tc00.1047053508693.20
Q4CRQ8 Tc00.1047053503507.20
Q4D3Y8 Tc00.1047053511461.20
Q4DGG6 Tc00.1047053510773.9
Q4DM63 Tc00.1047053509259.45
Q4DPI0 Tc00.1047053506513.200
Q4DQE3 Tc00.1047053506629.10
Q4DU38 Tc00.1047053506241.70
Q4DXR7 Tc00.1047053510421.140
Q4E001 Tc00.1047053509805.70
Q4E1J9 Tc00.1047053508909.320
Q4E1V4 Tc00.1047053507993.270
Q4CKJ7 Tc00.1047053473111.10
Q4DN33 Tc00.1047053507615.40
Q4DTF7 Tc00.1047053510311.60
Q4DVD4 Tc00.1047053511217.70
Q4E3N1 Tc00.1047053510101.300
Q4DS99 Tc00.1047053507031.100
Q4DY09 Tc00.1047053506357.190
Q4DZ79 Tc00.1047053507023.70
Q4DZS5 Tc00.1047053507711.30
Q4E477 Tc00.1047053508163.390
Q4E5R7 Tc00.1047053506529.130
Q4DNN2 Tc00.1047053506821.130
Q4CV89 Tc00.1047053505073.14
Q4DM70 Tc00.1047053508515.80
Q4DUT9 Tc00.1047053508501.270
Q4E0K8 Tc00.1047053509429.210
Q4E1U6 Tc00.1047053507993.350
Q4CVT5 Tc00.1047053507731.20
Q4CY16 Tc00.1047053505987.30
Q4DAC2 Tc00.1047053506145.70
Q4DGB5 Tc00.1047053506335.130
Q4DP02 Tc00.1047053507519.60
Q4DVH0 Tc00.1047053506859.30
Q4E0R8 Tc00.1047053509965.429
Q4E4R8 Tc00.1047053508461.410
Q4CKW0 Tc00.1047053455727.10
Q4CMT7 Tc00.1047053511927.30
Q4CUV2 Tc00.1047053509993.60
Q4CYQ6 Tc00.1047053510017.40
Q4D686 Tc00.1047053503583.90
Q4DDY1 Tc00.1047053511249.60
Q4DHM2 Tc00.1047053511553.180
Q4DIG1 Tc00.1047053511215.60
Q4DNS7 Tc00.1047053511589.10
Q4DP14 Tc00.1047053509669.80
Q4DPN6 Tc00.1047053506743.190
Q4DQR7 Tc00.1047053508871.180
Q4DV16 Tc00.1047053506331.130
Q4DVQ1 Tc00.1047053510659.120
Q4DVY5 Tc00.1047053506289.200
Q4E612 Tc00.1047053508153.810
Q4CK93 Tc00.1047053508025.10
Q4DA41 Tc00.1047053511875.9
Q4DAI3 Tc00.1047053506363.60
Q4DN70 Tc00.1047053511233.40
Q4DNT7 Tc00.1047053511003.130
Q4DQ13 Tc00.1047053510121.160
Q4E0F8 Tc00.1047053510155.160
Q4CYI5 Tc00.1047053506611.70
Q4D1M4 Tc00.1047053504215.20
Q4D4M0 Tc00.1047053507663.70
Q4D6X7 Tc00.1047053511647.10
Q4D8Y9 Tc00.1047053510351.110
Q4DAL9 Tc00.1047053507105.30
Q4DBE2 Tc00.1047053508613.60
Q4DBN1 Tc00.1047053509643.90
Q4DCV6 Tc00.1047053506407.70
Q4DEX9 Tc00.1047053506223.120
Q4DH33 Tc00.1047053506801.70
Q4DI11 Tc00.1047053511071.20
Q4DI93 Tc00.1047053508539.50
Q4DJ91 Tc00.1047053511815.180
Q4DK95 Tc00.1047053509611.110
Q4DKT3 Tc00.1047053509569.44
Q4DMW0 Tc00.1047053508593.80
Q4CP16 Tc00.1047053507103.10
Q4CQM7 Tc00.1047053508415.20
Q4CT47 Tc00.1047053509547.10
Q4CUA7 Tc00.1047053506455.30
Q4CUZ1 Tc00.1047053510331.5
Q4CV95 Tc00.1047053507129.5
Q4CZX1 Tc00.1047053503929.40
Q4D0H4 Tc00.1047053511925.40
Q4D0K6 Tc00.1047053504247.20
Q4D216 Tc00.1047053510513.80
Q4D2D5 Tc00.1047053505163.20
Q4D2L2 Tc00.1047053510979.10
Q4D3Q5 Tc00.1047053510205.70
Q4D6M3 Tc00.1047053506465.40
Q4DAI1 Tc00.1047053506363.80
Q4DGI3 Tc00.1047053511423.80
Q4DNB9 Tc00.1047053508389.10
Q4DNP5 Tc00.1047053507699.149
Q4DPI4 Tc00.1047053506513.150
Q4DPP3 Tc00.1047053506743.120
Q4DVB1 Tc00.1047053508761.120
Q4DVU1 Tc00.1047053511751.210
Q4E671 Tc00.1047053508153.190
Q4E120 Tc00.1047053506247.350
Q4D3I2 Tc00.1047053506505.30
Q4CLD1 Tc00.1047053407335.18
Q4CNS9 Tc00.1047053509933.20
Q4D0E0 Tc00.1047053510031.70
Q4D183 Tc00.1047053506853.60
Q4CXE9 Tc00.1047053511039.30
Q4DKW5 Tc00.1047053506759.50
Q4E5Q6 Tc00.1047053506529.250
Q4CW35 Tc00.1047053509417.9
Q4DQV4 Tc00.1047053511911.98
Q4DRN2 Tc00.1047053509023.140
Q4DW89 Tc00.1047053506989.190
Q4DX20 Tc00.1047053508831.80
Q4DYN1 Tc00.1047053504427.120
Q4E1A0 Tc00.1047053503973.350
Q4E1Q7 Tc00.1047053507093.40
Q4E3H2 Tc00.1047053507611.50
Q4E479 Tc00.1047053508163.330
Q4E5F5 Tc00.1047053511277.390
Q4CWF4 Tc00.1047053503721.39
Q4D4D8 Tc00.1047053503431.70
Q4D7G6 Tc00.1047053511731.10
Q4CSN9 Tc00.1047053507541.40
Q4CW88 Tc00.1047053510593.49
Q4CWR5 Tc00.1047053506583.20
Q4D194 Tc00.1047053511419.30
Q4D5T8 Tc00.1047053510441.20
Q4D6M2 Tc00.1047053506465.50
Q4DDM7 Tc00.1047053507601.30
Q4DVG1 Tc00.1047053506859.150
Q4CWR3 Tc00.1047053506583.40
Q4CUG8 Tc00.1047053507211.20
Q4DXH1 Tc00.1047053506941.260
Q4CMZ3 Tc00.1047053446067.9
Q4DN03 Tc00.1047053506203.120
Q4DDG8 Tc00.1047053503579.10
Q4CLJ2 Tc00.1047053511331.10
Q4CMU8 Tc00.1047053510215.10
Q4CQY5 Tc00.1047053503685.30
Q4CT01 Tc00.1047053469785.20
Q4CTY4 Tc00.1047053511881.40
Q4D577 Tc00.1047053510689.50
Q4CPU2 Tc00.1047053408437.29
Q4CSE4 Tc00.1047053511201.49
Q4CYU8 Tc00.1047053510381.70
Q4D087 Tc00.1047053507795.100
Q4D347 Tc00.1047053506603.50
Q4D701 Tc00.1047053509641.79
Q4DCZ5 Tc00.1047053507357.10
Q4DFR0 Tc00.1047053506285.80
Q4DHP0 Tc00.1047053511491.100
Q4DLA6 Tc00.1047053508293.100
Q4DQT2 Tc00.1047053511821.150
Q4DS69 Tc00.1047053508777.40
Q4DSV8 Tc00.1047053506227.120
Q4DWC3 Tc00.1047053509733.100
Q4DNF8 Tc00.1047053508219.50
Q4DWP4 Tc00.1047053511421.200
Q4CN70 Tc00.1047053509625.30
Q4E4I0 Tc00.1047053506885.204
Q4DDR7 Tc00.1047053508493.100
Q4DWS6 Tc00.1047053508409.199
Q4E4U3 Tc00.1047053508461.174
Q4DRZ2 Tc00.1047053508307.40
Q4CSV0 Tc00.1047053508563.20
Q4DC58 Tc00.1047053508317.60
Q4DD68 Tc00.1047053503975.50
Q4DJN1 Tc00.1047053507643.50
Q4DLZ1 Tc00.1047053510603.150
Q4E1U8 Tc00.1047053507993.330
Q4DXX4 Tc00.1047053510431.200
Q4E5Z0 Tc00.1047053508153.1060
Q4DSB1 Tc00.1047053509767.230
Q4DWL9 Tc00.1047053507089.260
Q4E2K6 Tc00.1047053508479.180
Q4CSU6 Tc00.1047053509811.9
Q4CU74 Tc00.1047053510287.60
Q4D1F9 Tc00.1047053504009.4
Q4D3I7 Tc00.1047053509795.60
Q4D7P4 Tc00.1047053510731.100
Q4DD17 Tc00.1047053511289.30
Q4DHD5 Tc00.1047053511167.30
Q4DI66 Tc00.1047053507831.70
Q4CKL7 Tc00.1047053511207.10
Q4DXC8 Tc00.1047053510901.70
Q4DZ38 Tc00.1047053511001.50
Q4DFU3 Tc00.1047053507765.90
Q4DX52 Tc00.1047053508257.70
Q4DD46 Tc00.1047053510241.100
Q4DJD1 Tc00.1047053508851.40
Q4DDI6 Tc00.1047053510181.69
Q4DU02 Tc00.1047053506499.220
Q4E3M0 Tc00.1047053510101.420
Q4E4G8 Tc00.1047053506885.350
Q4D0C1 Tc00.1047053511047.20
Q4DHI1 Tc00.1047053508569.130
Q4CXU1 Tc00.1047053509177.30
Q4DYX0 Tc00.1047053507237.260
Q4CWP7 Tc00.1047053509353.10
Q4DCP4 Tc00.1047053506943.23
Q4D104 Tc00.1047053504243.49
Q4CRA7 Tc00.1047053509757.30
Q4DAC4 Tc00.1047053506145.40
Q4DGG7 Tc00.1047053508001.70
Q4DND5 Tc00.1047053507521.20
Q4DTM2 Tc00.1047053511211.230
Q4DW43 Tc00.1047053507681.80
Q4CR69 Tc00.1047053503557.20
Q4DW59 Tc00.1047053508231.170
Q4DT23 Tc00.1047053506265.40
Q4DQJ2 Tc00.1047053507723.140
Q4DRT9 Tc00.1047053510943.44
Q4DUA1 Tc00.1047053507011.160
Q4DXW5 Tc00.1047053510431.280
Q4DZY4 Tc00.1047053509805.230
Q4E3A4 Tc00.1047053508355.250
Q4DYP4 Tc00.1047053507641.300
Q4E425 Tc00.1047053511173.460
Q4E4U5 Tc00.1047053508461.150
Q4DXJ5 Tc00.1047053506195.309
Q4E2L4 Tc00.1047053508479.80
Q4E4Z0 Tc00.1047053511255.90
Q4CLJ4 Tc00.1047053441401.10
Q4DAM5 Tc00.1047053506727.120
Q4DWT1 Tc00.1047053508409.150
Q4CWB0 Tc00.1047053511197.10
Q4DS24 Tc00.1047053510657.150
Q4DYD9 Tc00.1047053506321.290
Q4DYG4 Tc00.1047053511367.320
Q4E0J0 Tc00.1047053509897.200
Q4E5Q4 Tc00.1047053506529.280
Q4E5R9 Tc00.1047053506529.110
Q4CM35 Tc00.1047053455721.9
Q4CNB1 Tc00.1047053506439.18
Q4CP56 Tc00.1047053509751.10
Q4CW15 Tc00.1047053504161.20
Q4CX87 Tc00.1047053509499.14
Q4D2M8 Tc00.1047053509005.90
Q4D7A7 Tc00.1047053510127.70
Q4D8K7 Tc00.1047053503453.4
Q4DFF4 Tc00.1047053506519.60
Q4CLA9 Tc00.1047053510573.10
Q4E240 Tc00.1047053506767.50
Q4D485 Tc00.1047053509317.100
Q4D9V5 Tc00.1047053506681.60
Q4DNQ2 Tc00.1047053511589.250
Q4CXC6 Tc00.1047053509451.24
Q4DA38 Tc00.1047053503733.5
Q4DMM7 Tc00.1047053510055.150
Q4DQY4 Tc00.1047053509331.60
Q4DTU9 Tc00.1047053508693.170
Q4D252 Tc00.1047053503811.20
Q4DGA2 Tc00.1047053506457.40
Q4DPG9 Tc00.1047053510861.140
Q4DQL5 Tc00.1047053507677.20
Q4DUK7 Tc00.1047053511245.130
Q4DQE7 Tc00.1047053506773.150
Q4DXA4 Tc00.1047053506067.240
Q4E3K8 Tc00.1047053510329.50
Q4DQP4 Tc00.1047053506563.20
Q4DTF6 Tc00.1047053510311.70
Q4DZQ5 Tc00.1047053507711.230
Q4E3Q3 Tc00.1047053510101.40
Q4CP36 Tc00.1047053511433.10
Q4DPV3 Tc00.1047053510877.60
Q4D2Z3 Tc00.1047053509365.61
Q4DWM4 Tc00.1047053507089.200
Q4DXS3 Tc00.1047053510421.70
Q4E1B0 Tc00.1047053503973.80
Q4CV18 Tc00.1047053510577.10
Q4D6F6 Tc00.1047053506951.103
Q4DAU5 Tc00.1047053507739.80
Q4D5A7 Tc00.1047053511633.79
Q4D6X6 Tc00.1047053511647.20
Q4DCC3 Tc00.1047053508895.89
Q4DGQ7 Tc00.1047053506799.110
Q4DHY1 Tc00.1047053506661.30
Q4D912 Tc00.1047053507513.110
Q4DAY3 Tc00.1047053506579.40
Q4DLN9 Tc00.1047053509967.50
Q4DI28 Tc00.1047053511019.99
Q4CSS6 Tc00.1047053503601.20
Q4CNI8 Tc00.1047053509139.10
Q4DEJ0 Tc00.1047053511643.20
Q4DVT9 Tc00.1047053511751.250
Q4E1X0 Tc00.1047053507993.80
Q4DWC5 Tc00.1047053509733.90
Q4DY52 Tc00.1047053511727.60
Q4DYW7 Tc00.1047053507237.320
Q4E228 Tc00.1047053506767.360
Q4E491 Tc00.1047053508163.140
Q4E4F8 Tc00.1047053506885.413
Q4E5N9 Tc00.1047053506529.425
Q4CWZ5 Tc00.1047053503501.70
Q4CP49 Tc00.1047053509827.4
Q4CL92 Tc00.1047053419703.20
Q4CQA2 Tc00.1047053507671.30
Q4CSB6 Tc00.1047053509707.20
Q4CSS3 Tc00.1047053509281.10
Q4CW16 Tc00.1047053504161.10
Q4CYT7 Tc00.1047053503887.50
Q4CZA9 Tc00.1047053510959.30
Q4D184 Tc00.1047053506853.50
Q4D4A9 Tc00.1047053506269.99
Q4D7D7 Tc00.1047053510407.100
Q4DAN0 Tc00.1047053506727.70
Q4DF90 Tc00.1047053506009.40
Q4D6Z1 Tc00.1047053503479.60
Q4CND4 Tc00.1047053506665.10
Q4DW17 Tc00.1047053507603.110
Q4DPN1 Tc00.1047053507083.20
Q4CXL7 Tc00.1047053509055.40
Q4DAD9 Tc00.1047053508989.9
Q4E668 Tc00.1047053508153.220
Q4CSH3 Tc00.1047053504231.30
Q4DGZ2 Tc00.1047053511923.30
Q4D217 Tc00.1047053510513.70
Q4DBH6 Tc00.1047053503855.20
Q4E1R8 Tc00.1047053506855.280
Q4DGI0 Tc00.1047053511423.104
Q4DTI5 Tc00.1047053507053.200
Q4DW00 Tc00.1047053506289.20
Q4E2B2 Tc00.1047053511603.200
Q4E290 Tc00.1047053510275.180
Q4DWB9 Tc00.1047053509733.134
Q4CZR0 Tc00.1047053503715.30
Q4CKU7 Tc00.1047053399997.10
Q4CLN4 Tc00.1047053442495.10
Q4CMB3 Tc00.1047053506379.10
Q4CWS3 Tc00.1047053507295.20
Q4CYW9 Tc00.1047053508535.30
Q4D1T2 Tc00.1047053503829.30
Q4D2T5 Tc00.1047053509779.10
Q4D599 Tc00.1047053511715.100
Q4D8V9 Tc00.1047053507547.70
Q4D9L1 Tc00.1047053510039.15
Q4DB12 Tc00.1047053511507.60
Q4DCC4 Tc00.1047053508895.80
Q4DFC0 Tc00.1047053507609.80
Q4DHZ8 Tc00.1047053511071.181
Q4CMM0 Tc00.1047053509759.10
Q4D4K2 Tc00.1047053503885.50
Q4D8F4 Tc00.1047053508567.100
Q4DKT6 Tc00.1047053509569.10
Q4DQT4 Tc00.1047053511821.130
Q4CZ21 Tc00.1047053511685.20
Q4DCM5 Tc00.1047053511819.40
Q4DH41 Tc00.1047053507007.77
Q4DK19 Tc00.1047053506525.162
Q4DKH4 Tc00.1047053511385.30
Q4DW81 Tc00.1047053510627.60
Q4CR49 Tc00.1047053510669.9
Q4D1I5 Tc00.1047053509721.30
Q4E5Q7 Tc00.1047053506529.230
Q4E651 Tc00.1047053508153.390
Q4CKC8 Tc00.1047053511695.10
Q4DQU7 Tc00.1047053511911.159
Q4E0J4 Tc00.1047053509897.70
Q4E2B6 Tc00.1047053511603.151
Q4E3Z0 Tc00.1047053511127.330
Q4D7F5 Tc00.1047053511731.89
Q4DL15 Tc00.1047053511649.14
Q4CMT4 Tc00.1047053509497.30
Q4DC45 Tc00.1047053511291.10
Q4CUN6 Tc00.1047053508351.60
Q4DG54 Tc00.1047053511693.60
Q4DPE6 Tc00.1047053507625.99
Q4DSY2 Tc00.1047053508347.24
Q4E4D3 Tc00.1047053510187.190
Q4CLT7 Tc00.1047053508329.9
Q4CMM1 Tc00.1047053510925.9
Q4CUB3 Tc00.1047053507545.41
Q4D1A0 Tc00.1047053506685.30
Q4DVI9 Tc00.1047053506961.50
Q4D306 Tc00.1047053505207.30
Q4CVD8 Tc00.1047053508787.5
Q4CZ04 Tc00.1047053510061.60
Q4DFC5 Tc00.1047053507609.20
Q4DLY0 Tc00.1047053506753.110
Q4CS68 Tc00.1047053511033.29
Q4CYX6 Tc00.1047053506833.40
Q4D597 Tc00.1047053505965.20
Q4D8B3 Tc00.1047053505919.20
Q4DFZ3 Tc00.1047053508027.100
Q4CUM4 Tc00.1047053509697.29
Q4CYI0 Tc00.1047053510797.39
Q4D5L0 Tc00.1047053508839.60
Q4DC31 Tc00.1047053503587.30
Q4DEV8 Tc00.1047053510531.70
Q4D9E5 Tc00.1047053506469.40
Q4DFR3 Tc00.1047053504125.120
Q4DL79 Tc00.1047053508919.40
Q4DJX7 Tc00.1047053510879.60
Q4E3J8 Tc00.1047053510329.150
Q4DD79 Tc00.1047053509747.40
Q4CKS1 Tc00.1047053474339.9
Q4DHT1 Tc00.1047053506177.110
Q4E0P5 Tc00.1047053506297.240
Q4DAE5 Tc00.1047053510099.70
Q4DSH4 Tc00.1047053507099.50
Q4CPI7 Tc00.1047053509225.11
Q4DEN3 Tc00.1047053506769.30
Q4DRJ4 Tc00.1047053507491.39
Q4DZS2 Tc00.1047053507711.60
Q4E2F7 Tc00.1047053509525.320
Q4E430 Tc00.1047053511173.400
Q4E4Z7 Tc00.1047053508873.510
Q4CPF7 Tc00.1047053511339.10
Q4CWG3 Tc00.1047053508015.30
Q4D606 Tc00.1047053506817.10
Q4D8W7 Tc00.1047053506587.90
Q4D982 Tc00.1047053506531.50
Q4DB73 Tc00.1047053508441.110
Q4DDF9 Tc00.1047053503579.100
Q4DHY0 Tc00.1047053506661.40
Q4DIJ3 Tc00.1047053509799.80
Q4DJX4 Tc00.1047053510879.90
Q4DLT8 Tc00.1047053509683.60
Q4DC27 Tc00.1047053506213.30
Q4CML1 Tc00.1047053504907.9
Q4CWM0 Tc00.1047053510065.40
Q4DXX9 Tc00.1047053510431.150
Q4DE60 Tc00.1047053504089.14
Q4DW78 Tc00.1047053510627.110
Q4CPK5 Tc00.1047053508183.29
Q4D2D1 Tc00.1047053505163.60
Q4D573 Tc00.1047053510689.89
Q4DDM5 Tc00.1047053507601.50
Q4DLA9 Tc00.1047053508293.70
Q4CQ58 Tc00.1047053510843.19
Q4CTG5 Tc00.1047053510767.50
Q4DGE3 Tc00.1047053509715.140
Q4DP15 Tc00.1047053509669.75
Q4DUK2 Tc00.1047053511245.180
Q4DW03 Tc00.1047053507603.260
Q4DSF7 Tc00.1047053509699.250
Q4E4E4 Tc00.1047053510187.70
Q4D3V7 Tc00.1047053507221.20
Q4E0M1 Tc00.1047053509429.90
Q4CRS8 Tc00.1047053510315.20
Q4DG57 Tc00.1047053511693.30
Q4DNG4 Tc00.1047053511099.160
Q4DP16 Tc00.1047053509669.70
Q4E0E8 Tc00.1047053508999.49
Q4DPW1 Tc00.1047053509815.10
Q4DD24 Tc00.1047053507143.40
Q4DXH2 Tc00.1047053506941.250
Q4DQE5 Tc00.1047053506773.170
Q4DX59 Tc00.1047053506717.200
Q4DYF5 Tc00.1047053506321.30
Q4DYW4 Tc00.1047053507167.20
Q4E202 Tc00.1047053510693.280
Q4E2W1 Tc00.1047053508175.360
Q4DNI9 Tc00.1047053509791.70
Q4CKW5 Tc00.1047053474341.9
Q4DL76 Tc00.1047053508919.70
Q4DRS2 Tc00.1047053510943.206
Q4CPD1 Tc00.1047053503403.20
Q4D783 Tc00.1047053511221.20
Q4DBK4 Tc00.1047053510257.90
Q4DGT6 Tc00.1047053507081.130
Q4DIU4 Tc00.1047053511389.80
Q4DVY2 Tc00.1047053510013.40
Q4CM46 Tc00.1047053507915.19
Q4CTP4 Tc00.1047053510939.30
Q4CY54 Tc00.1047053510317.30
Q4D2U8 Tc00.1047053506359.60
Q4D4T1 Tc00.1047053511537.16
Q4D680 Tc00.1047053504625.50
Q4D9R5 Tc00.1047053510557.80
Q4DCG6 Tc00.1047053507479.51
Q4DCV7 Tc00.1047053506407.60
Q4DDY5 Tc00.1047053511249.34
Q4DEG5 Tc00.1047053503879.10
Q4DH16 Tc00.1047053506251.120
Q4DIM9 Tc00.1047053509777.60
Q4E567 Tc00.1047053510359.30
Q4CLM5 Tc00.1047053510009.19
Q4CPE0 Tc00.1047053509749.30
Q4CQ16 Tc00.1047053509379.29
Q4CQI1 Tc00.1047053511107.41
Q4CYB3 Tc00.1047053508545.20
Q4CZQ3 Tc00.1047053510123.50
Q4D2K7 Tc00.1047053510979.80
Q4D6U2 Tc00.1047053510749.74
Q4D9Q3 Tc00.1047053511395.40
Q4DBV1 Tc00.1047053510357.130
Q4DEC5 Tc00.1047053507715.20
Q4DHE0 Tc00.1047053509065.160
Q4DJ50 Tc00.1047053511755.50
Q4DMV2 Tc00.1047053511517.5
Q4E148 Tc00.1047053506247.74
Q4E1X1 Tc00.1047053507993.70
Q4DN85 Tc00.1047053506741.140
Q4DY95 Tc00.1047053511817.319
Q4DYM6 Tc00.1047053504427.180
Q4DYV9 Tc00.1047053507167.200
Q4E1M0 Tc00.1047053508909.40
Q4E3X2 Tc00.1047053510629.262
Q4E5K5 Tc00.1047053511183.280
Q4CPT4 Tc00.1047053507225.19
Q4CSY5 Tc00.1047053407477.20
Q4D290 Tc00.1047053508239.20
Q4D4G8 Tc00.1047053508443.30
Q4D1B0 Tc00.1047053510491.10
Q4D600 Tc00.1047053506817.70
Q4DD02 Tc00.1047053506637.60
Q4DXE2 Tc00.1047053508879.160
Q4CKG0 Tc00.1047053455171.9
Q4D4B7 Tc00.1047053510309.60
Q4DVE6 Tc00.1047053506133.54
Q4DXW4 Tc00.1047053510431.290
Q4E5E2 Tc00.1047053511277.510
Q4CKZ1 Tc00.1047053448661.10
Q4D8D9 Tc00.1047053510611.60
Q4DIT9 Tc00.1047053511389.120
Q4DPF7 Tc00.1047053510565.130
Q4DVB9 Tc00.1047053511217.209
Q4DSN0 Tc00.1047053511063.120
Q4DWM7 Tc00.1047053507089.170
Q4DZ45 Tc00.1047053510463.230
Q4E245 Tc00.1047053508707.320
Q4E402 Tc00.1047053511127.210
Q4D3L4 Tc00.1047053510725.30
Q4DWM5 Tc00.1047053507089.190
Q4D6H6 Tc00.1047053508823.152
Q4DGS0 Tc00.1047053506737.128
Q4DNA3 Tc00.1047053508541.130
Q4CLR6 Tc00.1047053511777.10
Q4CNC5 Tc00.1047053507265.30
Q4CMC3 Tc00.1047053510935.20
Q4CQQ2 Tc00.1047053507705.20
Q4CVR4 Tc00.1047053505983.20
Q4CWA5 Tc00.1047053507241.30
Q4D385 Tc00.1047053504787.80
Q4DNC4 Tc00.1047053507521.115
Q4DS03 Tc00.1047053507949.210
Q4DX17 Tc00.1047053508831.110
Q4DZC0 Tc00.1047053506763.160
Q4E2J6 Tc00.1047053508479.250
Q4DGI8 Tc00.1047053511625.160
Q4CY40 Tc00.1047053503971.5
Q4DQ17 Tc00.1047053510121.120
Q4DTU0 Tc00.1047053504741.50
Q4DYG1 Tc00.1047053511367.350
Q4E2C4 Tc00.1047053511603.40
Q4DS25 Tc00.1047053510657.140
Q4DT43 Tc00.1047053511621.240
Q4E5K3 Tc00.1047053511183.360
Q4CKE7 Tc00.1047053462543.9
Q4DAW9 Tc00.1047053506765.74
Q4DCM7 Tc00.1047053511819.20
Q4E2Z4 Tc00.1047053506435.470
Q4D861 Tc00.1047053503703.100
Q4DNB4 Tc00.1047053508389.114
Q4DT04 Tc00.1047053506265.209
Q4E0Q8 Tc00.1047053506297.110
Q4E3Q6 Tc00.1047053510101.20
Q4CPU7 Tc00.1047053427789.20
Q4CN15 Tc00.1047053509441.5
Q4CR52 Tc00.1047053509887.10
Q4DGC6 Tc00.1047053510371.80
Q4DNJ8 Tc00.1047053506871.160
Q4DTJ8 Tc00.1047053507053.70
Q4E1Y3 Tc00.1047053506599.350
Q4DNU4 Tc00.1047053511003.60
Q4DYE7 Tc00.1047053506321.190
Q4E4J3 Tc00.1047053506885.30
Q4D828 Tc00.1047053511627.150
Q4DVA8 Tc00.1047053508761.220
Q4CPT7 Tc00.1047053510913.10
Q4DPW4 Tc00.1047053507049.190
Q4DU64 Tc00.1047053511391.100
Q4E0C5 Tc00.1047053509875.180
Q4DES6 Tc00.1047053505071.30
Q4D1I7 Tc00.1047053509721.10
Q4CYA6 Tc00.1047053509649.30
Q4D355 Tc00.1047053504085.20
Q4D930 Tc00.1047053510165.10
Q4CLR8 Tc00.1047053507783.10
Q4DV70 Tc00.1047053508173.160
Q4DE70 Tc00.1047053506493.20
Q4D3A0 Tc00.1047053511299.70
Q4DL08 Tc00.1047053511649.90
Q4DX06 Tc00.1047053510533.80
Q4CLD7 Tc00.1047053511073.10
Q4D5L3 Tc00.1047053508839.30
Q4DAW0 Tc00.1047053504069.53
Q4E364 Tc00.1047053508741.60
Q4CMQ7 Tc00.1047053504507.5
Q4CTB1 Tc00.1047053506071.19
Q4DC84 Tc00.1047053511151.54
Q4DI96 Tc00.1047053508539.20
Q4DQQ1 Tc00.1047053509167.160
Q4E2S3 Tc00.1047053504153.100
Q4DTZ1 Tc00.1047053504155.170
Q4DUK0 Tc00.1047053511245.200
Q4DUT2 Tc00.1047053507951.60
Q4DVX1 Tc00.1047053510013.240
Q4DSH0 Tc00.1047053507099.90
Q4DWD1 Tc00.1047053509733.30
Q4DXW0 Tc00.1047053510431.330
Q4DYU6 Tc00.1047053507957.270
Q4DZK4 Tc00.1047053508799.110
Q4CUX2 Tc00.1047053510967.13
Q4DD41 Tc00.1047053511025.20
Q4CL15 Tc00.1047053509953.9
Q4CY41 Tc00.1047053504005.60
Q4DA58 Tc00.1047053511131.98
Q4DMT5 Tc00.1047053511517.150
Q4DSG9 Tc00.1047053507099.100
Q4DUG0 Tc00.1047053508837.90
Q4CUX4 Tc00.1047053507395.40
Q4D458 Tc00.1047053511229.20
Q4DMF0 Tc00.1047053506443.100
Q4DND0 Tc00.1047053507521.60
Q4DNI6 Tc00.1047053509791.100
Q4DPF1 Tc00.1047053507625.10
Q4DPP0 Tc00.1047053506743.150
Q4CN05 Tc00.1047053510831.21
Q4CPJ9 Tc00.1047053510443.9
Q4CU54 Tc00.1047053507079.20
Q4CZH0 Tc00.1047053509471.95
Q4DFN1 Tc00.1047053511109.60
Q4DHQ6 Tc00.1047053510149.90
Q4DJ12 Tc00.1047053511287.10
Q4DK46 Tc00.1047053508827.20
Q4CKQ3 Tc00.1047053439245.10
Q4CN32 Tc00.1047053508701.20
Q4D2N9 Tc00.1047053508013.80
Q4D314 Tc00.1047053503415.40
Q4D4Q7 Tc00.1047053506511.60
Q4D4U4 Tc00.1047053511593.30
Q4D6C4 Tc00.1047053511213.15
Q4D6J5 Tc00.1047053511855.70
Q4D7B6 Tc00.1047053510743.50
Q4D9F4 Tc00.1047053508979.30
Q4DBG5 Tc00.1047053506327.60
Q4DBQ0 Tc00.1047053508601.110
Q4DCR4 Tc00.1047053510305.40
Q4DDG1 Tc00.1047053503579.80
Q4DE73 Tc00.1047053506375.110
Q4DEK8 Tc00.1047053509785.50
Q4DEY2 Tc00.1047053506223.90
Q4DGX4 Tc00.1047053509213.140
Q4DJ17 Tc00.1047053504797.120
Q4DJX0 Tc00.1047053510879.130
Q4DKN8 Tc00.1047053503897.70
Q4DR65 Tc00.1047053504033.190
Q4DU90 Tc00.1047053511903.20
Q4E129 Tc00.1047053506247.260
Q4CKR9 Tc00.1047053509989.10
Q4CPI1 Tc00.1047053505051.20
Q4CRX2 Tc00.1047053503449.30
Q4CT90 Tc00.1047053510999.39
Q4CUL0 Tc00.1047053430605.29
Q4CNZ0 Tc00.1047053510809.10
Q4CT36 Tc00.1047053504575.10
Q4CUN5 Tc00.1047053510701.10
Q4DU08 Tc00.1047053506499.160
Q4DQI1 Tc00.1047053505807.90
Q4DT06 Tc00.1047053506265.190
Q4DWU5 Tc00.1047053510643.160
Q4E4R2 Tc00.1047053508461.470
Q4CZJ3 Tc00.1047053507773.20
Q4DUC0 Tc00.1047053506625.220
Q4CKB7 Tc00.1047053441729.9
Q4DDE5 Tc00.1047053510517.90
Q4DHW6 Tc00.1047053507649.5
Q4CLZ5 Tc00.1047053511375.30
